model_id,split
0000,train
0001,train
0002,train
0003,train
0004,train
0005,train
0006,train
0007,validation
0008,train
0009,train
0010,train
0011,train
0012,train
0013,train
0014,train
0015,train
0016,train
0017,train
0018,train
0019,train
0020,train
0021,train
0022,train
0023,train
0024,train
0025,train
0026,validation
0027,train
0028,train
0029,validation
0030,train
0031,train
0032,train
0033,train
0034,train
0035,train
0036,validation
0037,validation
0038,validation
0039,train
0040,train
0041,train
0042,train
0043,train
0044,train
0045,train
0046,train
0047,train
0048,train
0049,train
0050,train
0051,train
0052,train
0053,train
0054,train
0055,train
0056,train
0057,train
0058,train
0059,validation
0060,validation
0061,train
0062,train
0063,train
0064,train
0065,train
0066,train
0067,validation
0068,train
0069,train
0070,train
0071,train
0072,train
0073,train
0074,validation
0075,train
0076,train
0077,train
0078,train
0079,train
0080,train
0081,validation
0082,train
0083,validation
0084,train
0085,train
0086,train
0087,train
0088,train
0089,train
0090,train
0091,train
0092,validation
0093,train
0094,train
0095,train
0096,train
0097,train
0098,train
0099,train
0100,train
0101,train
0102,train
0103,validation
0104,train
0105,train
0106,train
0107,train
0108,validation
0109,validation
0110,validation
0111,validation
0112,train
0113,train
0114,validation
0115,train
0116,train
0117,train
0118,validation
0119,validation
0120,train
0121,train
0122,train
0123,train
0124,train
0125,train
0126,train
0127,train
0128,train
0129,train
0130,train
0131,train
0132,train
0133,train
0134,train
0135,train
0136,train
0137,train
0138,train
0139,validation
0140,train
0141,validation
0142,train
0143,train
0144,validation
0145,validation
0146,train
0147,train
0148,train
0149,train
0150,validation
0151,train
0152,validation
0153,train
0154,train
0155,train
0156,train
0157,validation
0158,train
0159,train
0160,train
0161,train
0162,train
0163,validation
0164,train
0165,validation
0166,train
0167,train
0168,validation
0169,train
0170,train
0171,train
0172,train
0173,train
0174,train
0175,validation
0176,train
0177,train
0178,train
0179,train
0180,train
0181,validation
0182,train
0183,train
0184,train
0185,validation
0186,train
0187,train
0188,validation
0189,train
0190,train
0191,train
0192,train
0193,validation
0194,validation
0195,train
0196,validation
0197,train
0198,train
0199,validation
0200,train
0201,train
0202,train
0203,validation
0204,train
0205,train
0206,train
0207,train
0208,validation
0209,train
0210,train
0211,train
0212,train
0213,train
0214,train
0215,train
0216,train
0217,train
0218,train
0219,train
0220,train
0221,train
0222,train
0223,train
0224,train
0225,train
0226,train
0227,train
0228,train
0229,train
0230,train
0231,train
0232,train
0233,train
0234,train
0235,train
0236,train
0237,validation
0238,validation
0239,train
0240,train
0241,train
0242,train
0243,train
0244,validation
0245,train
0246,train
0247,train
0248,train
0249,train
0250,train
0251,train
0252,train
0253,train
0254,train
0255,validation
0256,train
0257,train
0258,train
0259,train
0260,train
0261,train
0262,validation
0263,train
0264,train
0265,train
0266,validation
0267,train
0268,validation
0269,train
0270,train
0271,validation
0272,train
0273,train
0274,validation
0275,validation
0276,train
0277,train
0278,train
0279,train
0280,train
0281,train
0282,train
0283,train
0284,validation
0285,train
0286,validation
0287,train
0288,train
0289,train
0290,train
0291,train
0292,train
0293,train
0294,train
0295,train
0296,train
0297,validation
0298,validation
0299,train
0300,train
0301,train
0302,train
0303,train
0304,validation
0305,validation
0306,train
0307,train
0308,train
0309,train
0310,train
0311,train
0312,validation
0313,train
0314,train
0315,train
0316,train
0317,train
0318,train
0319,train
0320,train
0321,train
0322,train
0323,validation
0324,train
0325,train
0326,train
0327,train
0328,train
0329,train
0330,train
0331,train
0332,train
0333,train
0334,validation
0335,train
0336,train
0337,train
0338,train
0339,train
0340,train
0341,train
0342,train
0343,train
0344,train
0345,train
0346,train
0347,train
0348,train
0349,train
0350,train
0351,train
0352,train
0353,train
0354,train
0355,train
0356,train
0357,train
0358,train
0359,train
0360,train
0361,train
0362,train
0363,train
0364,train
0365,validation
0366,train
0367,train
0368,train
0369,train
0370,train
0371,train
0372,train
0373,train
0374,train
0375,train
0376,train
0377,train
0378,train
0379,train
0380,train
0381,train
0382,train
0383,validation
0384,validation
0385,train
0386,train
0387,train
0388,validation
0389,train
0390,train
0391,train
0392,validation
0393,train
0394,train
0395,validation
0396,train
0397,train
0398,train
0399,train
0400,validation
0401,train
0402,validation
0403,validation
0404,train
0405,train
0406,train
0407,train
0408,train
0409,train
0410,train
0411,validation
0412,train
0413,train
0414,validation
0415,train
0416,train
0417,train
0418,train
0419,train
0420,train
0421,validation
0422,train
0423,validation
0424,train
0425,train
0426,train
0427,train
0428,train
0429,train
0430,train
0431,train
0432,train
0433,train
0434,train
0435,train
0436,train
0437,validation
0438,train
0439,train
0440,train
0441,train
0442,train
0443,train
0444,train
0445,train
0446,train
0447,train
0448,validation
0449,train
0450,train
0451,train
0452,train
0453,train
0454,train
0455,train
0456,train
0457,train
0458,train
0459,train
0460,validation
0461,validation
0462,train
0463,train
0464,train
0465,train
0466,train
0467,train
0468,train
0469,validation
0470,train
0471,train
0472,train
0473,train
0474,train
0475,train
0476,train
0477,validation
0478,train
0479,train
0480,train
0481,train
0482,train
0483,train
0484,train
0485,train
0486,train
0487,train
0488,validation
0489,train
0490,train
0491,train
0492,validation
0493,validation
0494,train
0495,train
0496,validation
0497,validation
0498,train
0499,train
0500,train
0501,train
0502,train
0503,validation
0504,train
0505,validation
0506,train
0507,train
0508,train
0509,train
0510,train
0511,train
0512,validation
0513,train
0514,train
0515,train
0516,train
0517,train
0518,train
0519,train
0520,train
0521,train
0522,train
0523,validation
0524,train
