model_id,split
0000,validation
0001,train
0002,validation
0003,train
0004,train
0005,train
0006,validation
0007,train
0008,train
0009,validation
0010,validation
0011,validation
0012,train
0013,train
0014,train
0015,train
0016,train
0017,train
0018,validation
0019,train
0020,train
0021,train
0022,validation
0023,train
0024,train
0025,train
0026,train
0027,train
0028,train
0029,train
0030,validation
0031,train
0032,train
0033,validation
0034,train
0035,train
0036,train
0037,train
0038,train
0039,train
0040,train
0041,train
0042,train
0043,train
0044,train
0045,train
0046,train
0047,train
0048,train
0049,train
0050,train
0051,train
0052,train
0053,train
0054,train
0055,validation
0056,train
0057,train
0058,train
0059,train
0060,train
0061,train
0062,train
0063,validation
0064,train
0065,train
0066,train
0067,train
0068,validation
0069,train
0070,validation
0071,train
0072,validation
0073,validation
0074,train
0075,validation
0076,validation
0077,validation
0078,validation
0079,validation
0080,train
0081,train
0082,validation
0083,train
0084,validation
0085,train
0086,train
0087,train
0088,train
0089,validation
0090,validation
0091,train
0092,train
0093,train
0094,train
0095,train
0096,train
0097,train
0098,train
0099,train
0100,train
0101,validation
0102,train
0103,train
0104,validation
0105,train
0106,train
0107,train
0108,train
0109,train
0110,train
0111,train
0112,train
0113,train
0114,train
0115,train
0116,train
0117,validation
0118,train
0119,train
0120,train
0121,train
0122,train
0123,train
0124,validation
0125,train
0126,train
0127,train
0128,train
0129,train
0130,train
0131,validation
0132,validation
0133,train
0134,train
0135,train
0136,train
0137,validation
0138,train
0139,train
0140,validation
0141,train
0142,train
0143,train
0144,train
0145,train
0146,train
0147,train
0148,validation
0149,train
0150,train
0151,train
0152,train
0153,train
0154,train
0155,validation
0156,train
0157,train
0158,validation
0159,train
0160,train
0161,train
0162,train
0163,train
0164,train
0165,train
0166,train
0167,train
0168,train
0169,train
0170,train
0171,train
0172,train
0173,train
0174,train
0175,train
0176,train
0177,validation
0178,train
0179,train
0180,validation
0181,train
0182,validation
0183,train
0184,validation
0185,train
0186,train
0187,train
0188,train
0189,train
0190,train
0191,train
0192,train
0193,train
0194,train
0195,train
0196,train
0197,train
0198,train
0199,train
0200,train
0201,train
0202,train
0203,train
0204,train
0205,train
0206,train
0207,train
0208,train
0209,train
0210,validation
0211,train
0212,train
0213,train
0214,train
0215,train
0216,train
0217,train
0218,validation
0219,train
0220,train
0221,train
0222,train
0223,train
0224,train
0225,validation
0226,train
0227,train
0228,validation
0229,train
0230,train
0231,train
0232,train
0233,train
0234,validation
0235,train
0236,train
0237,train
0238,train
0239,train
0240,train
0241,train
0242,train
0243,train
0244,train
0245,validation
0246,train
0247,validation
0248,train
0249,train
0250,validation
0251,train
0252,train
0253,validation
0254,train
0255,train
0256,train
0257,train
0258,train
0259,train
0260,train
0261,train
0262,train
0263,train
0264,train
0265,train
0266,train
0267,train
0268,train
0269,train
0270,train
0271,train
0272,train
0273,train
0274,train
0275,train
0276,train
0277,validation
0278,train
0279,train
0280,validation
0281,validation
0282,train
0283,train
0284,train
0285,train
0286,train
0287,validation
0288,train
0289,train
0290,train
0291,validation
0292,train
0293,train
0294,train
0295,train
0296,train
0297,train
0298,train
0299,train
0300,train
0301,train
0302,train
0303,train
0304,train
0305,train
0306,train
0307,train
0308,train
0309,train
0310,validation
0311,train
0312,train
0313,train
0314,train
0315,train
0316,train
0317,train
0318,validation
0319,train
0320,train
0321,train
0322,train
0323,train
0324,train
0325,validation
0326,train
0327,train
0328,train
0329,train
0330,train
0331,train
0332,validation
0333,validation
0334,train
0335,train
0336,validation
0337,train
0338,validation
0339,train
0340,train
0341,train
0342,train
0343,train
0344,train
0345,train
0346,train
0347,train
0348,train
0349,validation
0350,train
0351,train
0352,train
0353,train
0354,train
0355,train
0356,train
0357,validation
0358,train
0359,train
0360,train
0361,validation
0362,train
0363,train
0364,train
0365,train
0366,train
0367,train
0368,train
0369,train
0370,train
0371,train
0372,train
0373,train
0374,validation
0375,train
0376,validation
0377,train
0378,train
0379,train
0380,validation
0381,train
0382,train
0383,train
0384,train
0385,train
0386,train
0387,train
0388,train
0389,train
0390,validation
0391,train
0392,train
0393,train
0394,train
0395,train
0396,train
0397,train
0398,validation
0399,train
0400,train
0401,train
0402,train
0403,train
0404,train
0405,train
0406,train
0407,validation
0408,train
0409,train
0410,train
0411,train
0412,train
0413,train
0414,train
0415,train
0416,train
0417,train
0418,train
0419,train
0420,train
0421,train
0422,train
0423,train
0424,train
0425,train
0426,validation
0427,train
0428,train
0429,train
0430,train
0431,train
0432,validation
0433,train
0434,train
0435,train
0436,validation
0437,train
0438,validation
0439,validation
0440,train
0441,train
0442,train
0443,train
0444,train
0445,train
0446,train
0447,train
0448,train
0449,train
0450,train
0451,train
0452,validation
0453,train
0454,train
0455,train
0456,train
0457,train
0458,train
0459,train
0460,train
0461,train
0462,validation
0463,train
0464,validation
0465,train
0466,train
0467,train
0468,train
0469,train
0470,train
0471,train
0472,train
0473,train
0474,train
0475,train
0476,train
0477,train
0478,train
0479,validation
0480,train
0481,train
0482,train
0483,train
0484,train
0485,train
0486,train
0487,validation
0488,train
0489,train
0490,train
0491,train
0492,train
0493,train
0494,train
0495,train
0496,train
0497,train
0498,train
0499,train
0500,train
0501,train
0502,train
0503,train
0504,train
0505,train
0506,validation
0507,validation
0508,train
0509,train
0510,train
0511,validation
0512,train
0513,validation
0514,train
0515,train
0516,train
0517,train
0518,validation
0519,train
0520,validation
0521,validation
0522,train
0523,train
0524,validation
