model_id,split
0000,train
0001,train
0002,train
0003,validation
0004,train
0005,validation
0006,train
0007,train
0008,train
0009,train
0010,train
0011,train
0012,train
0013,train
0014,train
0015,validation
0016,validation
0017,validation
0018,train
0019,validation
0020,train
0021,train
0022,train
0023,validation
0024,validation
0025,validation
0026,train
0027,train
0028,train
0029,train
0030,train
0031,validation
0032,train
0033,train
0034,train
0035,train
0036,train
0037,train
0038,train
0039,validation
0040,train
0041,train
0042,validation
0043,train
0044,train
0045,validation
0046,validation
0047,train
0048,train
0049,train
0050,train
0051,train
0052,train
0053,train
0054,train
0055,train
0056,validation
0057,validation
0058,train
0059,train
0060,train
0061,train
0062,train
0063,train
0064,train
0065,train
0066,validation
0067,train
0068,train
0069,validation
0070,train
0071,train
0072,train
0073,train
0074,train
0075,train
0076,train
0077,train
0078,train
0079,train
0080,train
0081,train
0082,train
0083,train
0084,train
0085,train
0086,validation
0087,train
0088,train
0089,train
0090,train
0091,train
0092,train
0093,validation
0094,validation
0095,train
0096,train
0097,train
0098,train
0099,train
0100,train
0101,train
0102,train
0103,train
0104,train
0105,train
0106,train
0107,train
0108,train
0109,train
0110,train
0111,train
0112,train
0113,validation
0114,train
0115,train
0116,validation
0117,train
0118,train
0119,train
0120,train
0121,train
0122,train
0123,train
0124,train
0125,train
0126,validation
0127,train
0128,train
0129,train
0130,train
0131,train
0132,train
0133,train
0134,train
0135,train
0136,train
0137,train
0138,train
0139,train
0140,train
0141,train
0142,train
0143,train
0144,train
0145,train
0146,train
0147,train
0148,train
0149,train
0150,train
0151,train
0152,train
0153,validation
0154,validation
0155,train
0156,train
0157,train
0158,train
0159,train
0160,train
0161,train
0162,train
0163,train
0164,train
0165,train
0166,train
0167,validation
0168,train
0169,train
0170,train
0171,train
0172,validation
0173,validation
0174,train
0175,train
0176,validation
0177,train
0178,train
0179,train
0180,train
0181,train
0182,train
0183,train
0184,train
0185,train
0186,train
0187,train
0188,train
0189,train
0190,train
0191,train
0192,validation
0193,train
0194,train
0195,validation
0196,train
0197,train
0198,train
0199,train
0200,train
0201,train
0202,train
0203,train
0204,validation
0205,train
0206,train
0207,train
0208,train
0209,validation
0210,train
0211,validation
0212,train
0213,train
0214,train
0215,train
0216,train
0217,train
0218,train
0219,train
0220,validation
0221,train
0222,validation
0223,train
0224,train
0225,train
0226,train
0227,validation
0228,train
0229,validation
0230,train
0231,validation
0232,train
0233,train
0234,train
0235,train
0236,train
0237,train
0238,train
0239,train
0240,train
0241,train
0242,train
0243,train
0244,train
0245,train
0246,train
0247,train
0248,validation
0249,validation
0250,train
0251,train
0252,train
0253,train
0254,train
0255,train
0256,train
0257,train
0258,train
0259,train
0260,train
0261,validation
0262,train
0263,train
0264,train
0265,validation
0266,train
0267,train
0268,train
0269,train
0270,train
0271,train
0272,validation
0273,train
0274,train
0275,train
0276,train
0277,train
0278,validation
0279,train
0280,train
0281,train
0282,train
0283,train
0284,train
0285,train
0286,train
0287,train
0288,train
0289,validation
0290,validation
0291,train
0292,train
0293,train
0294,train
0295,train
0296,train
0297,train
0298,train
0299,train
0300,train
0301,train
0302,validation
0303,train
0304,train
0305,train
0306,train
0307,train
0308,train
0309,train
0310,train
0311,train
0312,train
0313,train
0314,validation
0315,train
0316,train
0317,train
0318,train
0319,train
0320,train
0321,train
0322,train
0323,train
0324,validation
0325,train
0326,train
0327,train
0328,train
0329,train
0330,train
0331,train
0332,train
0333,train
0334,train
0335,validation
0336,train
0337,train
0338,train
0339,train
0340,validation
0341,train
0342,validation
0343,train
0344,train
0345,train
0346,train
0347,validation
0348,validation
0349,train
0350,train
0351,train
0352,validation
0353,train
0354,validation
0355,train
0356,train
0357,train
0358,train
0359,train
0360,validation
0361,train
0362,validation
0363,train
0364,validation
0365,train
0366,train
0367,train
0368,train
0369,train
0370,validation
0371,validation
0372,train
0373,train
0374,train
0375,validation
0376,train
0377,validation
0378,train
0379,train
0380,train
0381,validation
0382,train
0383,train
0384,train
0385,train
0386,validation
0387,train
0388,train
0389,train
0390,train
0391,train
0392,train
0393,train
0394,validation
0395,train
0396,train
0397,train
0398,train
0399,train
0400,train
0401,train
0402,train
0403,train
0404,train
0405,train
0406,validation
0407,train
0408,train
0409,train
0410,train
0411,train
0412,validation
0413,train
0414,train
0415,validation
0416,train
0417,train
0418,train
0419,train
0420,train
0421,train
0422,validation
0423,train
0424,train
0425,train
0426,train
0427,train
0428,train
0429,validation
0430,train
0431,validation
0432,train
0433,train
0434,train
0435,train
0436,train
0437,train
0438,train
0439,train
0440,train
0441,train
0442,train
0443,train
0444,train
0445,train
0446,validation
0447,train
0448,train
0449,train
0450,train
0451,validation
0452,train
0453,train
0454,train
0455,validation
0456,validation
0457,train
0458,train
0459,train
0460,train
0461,train
0462,train
0463,train
0464,train
0465,train
0466,train
0467,validation
0468,validation
0469,train
0470,train
0471,train
0472,train
0473,validation
0474,train
0475,train
0476,train
0477,train
0478,validation
0479,train
0480,train
0481,train
0482,train
0483,validation
0484,train
0485,validation
0486,train
0487,train
0488,train
0489,validation
0490,train
0491,train
0492,train
0493,train
0494,train
0495,train
0496,train
0497,train
0498,train
0499,validation
0500,train
0501,validation
0502,train
0503,train
0504,train
0505,train
0506,train
0507,train
0508,train
0509,train
0510,train
0511,train
0512,train
0513,train
0514,train
0515,train
0516,train
0517,validation
0518,train
0519,train
0520,train
0521,train
0522,train
0523,train
0524,train
