model_id,split
0000,train
0001,train
0002,train
0003,train
0004,validation
0005,train
0006,train
0007,train
0008,validation
0009,train
0010,train
0011,train
0012,train
0013,train
0014,validation
0015,train
0016,train
0017,train
0018,train
0019,train
0020,train
0021,train
0022,train
0023,train
0024,train
0025,train
0026,train
0027,validation
0028,train
0029,train
0030,train
0031,train
0032,validation
0033,train
0034,train
0035,train
0036,train
0037,train
0038,train
0039,train
0040,validation
0041,validation
0042,train
0043,validation
0044,train
0045,train
0046,train
0047,validation
0048,train
0049,train
0050,train
0051,validation
0052,train
0053,train
0054,train
0055,train
0056,train
0057,train
0058,train
0059,train
0060,train
0061,validation
0062,validation
0063,train
0064,validation
0065,train
0066,train
0067,train
0068,train
0069,train
0070,train
0071,train
0072,train
0073,train
0074,train
0075,train
0076,train
0077,train
0078,train
0079,train
0080,train
0081,train
0082,train
0083,train
0084,train
0085,train
0086,train
0087,train
0088,train
0089,train
0090,train
0091,train
0092,train
0093,train
0094,train
0095,validation
0096,train
0097,train
0098,validation
0099,train
0100,validation
0101,train
0102,train
0103,train
0104,train
0105,train
0106,train
0107,train
0108,train
0109,train
0110,train
0111,train
0112,train
0113,train
0114,train
0115,train
0116,train
0117,train
0118,train
0119,train
0120,train
0121,train
0122,train
0123,train
0124,train
0125,train
0126,train
0127,train
0128,validation
0129,train
0130,train
0131,train
0132,train
0133,train
0134,train
0135,validation
0136,train
0137,train
0138,validation
0139,train
0140,train
0141,train
0142,validation
0143,train
0144,train
0145,train
0146,train
0147,train
0148,train
0149,train
0150,train
0151,train
0152,train
0153,train
0154,train
0155,train
0156,validation
0157,train
0158,train
0159,train
0160,train
0161,validation
0162,validation
0163,train
0164,train
0165,train
0166,train
0167,train
0168,train
0169,train
0170,train
0171,validation
0172,train
0173,train
0174,train
0175,train
0176,train
0177,train
0178,validation
0179,train
0180,train
0181,train
0182,train
0183,train
0184,train
0185,train
0186,train
0187,train
0188,train
0189,train
0190,validation
0191,train
0192,train
0193,train
0194,train
0195,train
0196,train
0197,train
0198,train
0199,train
0200,validation
0201,validation
0202,train
0203,train
0204,train
0205,train
0206,validation
0207,validation
0208,train
0209,train
0210,train
0211,train
0212,validation
0213,validation
0214,train
0215,validation
0216,validation
0217,validation
0218,train
0219,train
0220,train
0221,validation
0222,train
0223,train
0224,train
0225,train
0226,validation
0227,train
0228,train
0229,train
0230,validation
0231,train
0232,train
0233,train
0234,train
0235,train
0236,validation
0237,train
0238,train
0239,train
0240,validation
0241,train
0242,train
0243,train
0244,train
0245,train
0246,train
0247,train
0248,train
0249,train
0250,train
0251,validation
0252,train
0253,train
0254,validation
0255,train
0256,validation
0257,train
0258,train
0259,train
0260,validation
0261,train
0262,train
0263,train
0264,train
0265,train
0266,train
0267,validation
0268,train
0269,validation
0270,train
0271,train
0272,train
0273,train
0274,train
0275,train
0276,train
0277,train
0278,train
0279,validation
0280,train
0281,train
0282,validation
0283,train
0284,train
0285,train
0286,train
0287,train
0288,validation
0289,train
0290,train
0291,train
0292,validation
0293,train
0294,train
0295,validation
0296,train
0297,train
0298,train
0299,train
0300,validation
0301,train
0302,train
0303,validation
0304,train
0305,train
0306,train
0307,train
0308,train
0309,validation
0310,train
0311,train
0312,train
0313,train
0314,train
0315,train
0316,train
0317,train
0318,train
0319,train
0320,train
0321,train
0322,train
0323,train
0324,train
0325,train
0326,validation
0327,validation
0328,train
0329,train
0330,train
0331,train
0332,train
0333,train
0334,train
0335,train
0336,train
0337,validation
0338,train
0339,train
0340,train
0341,train
0342,train
0343,train
0344,train
0345,train
0346,train
0347,train
0348,train
0349,train
0350,validation
0351,validation
0352,train
0353,train
0354,train
0355,train
0356,train
0357,train
0358,validation
0359,train
0360,train
0361,train
0362,train
0363,train
0364,train
0365,train
0366,train
0367,validation
0368,train
0369,train
0370,train
0371,train
0372,train
0373,train
0374,train
0375,train
0376,train
0377,train
0378,validation
0379,validation
0380,train
0381,train
0382,train
0383,train
0384,train
0385,train
0386,train
0387,train
0388,train
0389,train
0390,train
0391,validation
0392,train
0393,train
0394,train
0395,train
0396,validation
0397,train
0398,train
0399,validation
0400,train
0401,validation
0402,train
0403,train
0404,train
0405,train
0406,train
0407,train
0408,validation
0409,validation
0410,validation
0411,train
0412,train
0413,train
0414,train
0415,train
0416,train
0417,train
0418,train
0419,train
0420,validation
0421,train
0422,train
0423,train
0424,train
0425,validation
0426,train
0427,train
0428,train
0429,train
0430,train
0431,train
0432,train
0433,train
0434,validation
0435,train
0436,train
0437,train
0438,train
0439,train
0440,train
0441,train
0442,train
0443,train
0444,validation
0445,train
0446,train
0447,validation
0448,train
0449,validation
0450,train
0451,train
0452,train
0453,train
0454,validation
0455,train
0456,train
0457,train
0458,train
0459,train
0460,train
0461,train
0462,train
0463,train
0464,train
0465,train
0466,train
0467,train
0468,train
0469,train
0470,validation
0471,train
0472,validation
0473,train
0474,train
0475,train
0476,train
0477,train
0478,train
0479,train
0480,train
0481,validation
0482,validation
0483,train
0484,validation
0485,train
0486,train
0487,train
0488,train
0489,train
0490,validation
0491,train
0492,train
0493,train
0494,train
0495,validation
0496,train
0497,train
0498,train
0499,train
0500,train
0501,train
0502,train
0503,train
0504,validation
0505,train
0506,train
0507,train
0508,train
0509,train
0510,train
0511,train
0512,train
0513,train
0514,validation
0515,train
0516,validation
0517,train
0518,train
0519,train
0520,train
0521,train
0522,train
0523,train
0524,train
